Distance_(mm),Gray_Value
4.62038,28.5294
4.62558,27.8235
4.63078,27.6863
4.63598,27.0980
4.64119,26.8235
4.64639,26.5098
4.65159,26.0000
4.65680,25.4706
4.66200,25.3137
4.66720,24.8039
4.67241,24.4314
4.67761,23.8235
4.68281,23.4118
4.68802,22.9216
4.69322,22.6863
4.69842,22.2549
4.70363,21.8627
4.70883,21.4314
4.71403,21.0784
4.71923,20.7059
4.72444,20.3922
4.72964,20.1569
4.73484,19.9216
4.74005,19.5686
4.74525,19.3725
4.75045,19.0980
4.75566,18.9020
4.76086,18.5882
4.76606,18.4314
4.77127,18.3137
4.77647,18.0784
4.78167,17.9412
4.78687,17.8431
4.79208,17.7647
4.79728,17.7059
4.80248,17.5098
4.80769,17.5490
4.81289,17.4314
4.81809,17.4902
4.82330,17.3137
4.82850,17.3137
4.83370,17.2941
4.83891,17.2353
4.84411,17.2745
4.84931,17.2549
4.85452,17.2353
4.85972,17.3137
4.86492,17.3333
4.87012,17.4314
4.87533,17.3922
4.88053,17.4706
4.88573,17.5686
4.89094,17.7059
4.89614,17.7255
4.90134,17.9412
4.90655,18.0000
4.91175,18.1176
4.91695,18.2941
4.92216,18.4314
4.92736,18.6667
4.93256,18.7059
4.93777,18.8235
4.94297,19.0196
4.94817,19.0588
4.95337,19.2941
4.95858,19.3725
4.96378,19.5294
4.96898,19.7059
4.97419,19.9804
4.97939,20.0196
4.98459,20.1569
4.98980,20.2941
4.99500,20.4118
5.00020,20.4118
5.00541,20.5490
5.01061,20.6275
5.01581,20.6863
5.02102,20.6471
5.02622,20.6275
5.03142,20.7255
5.03662,20.8431
5.04183,20.9216
5.04703,20.8431
5.05223,20.9020
5.05744,20.8627
5.06264,20.9216
5.06784,20.8431
5.07305,20.6667
5.07825,20.8824
5.08345,20.6471
5.08866,20.6471
5.09386,20.5294
5.09906,20.4510
5.10427,20.5098
5.10947,20.4706
5.11467,20.2549
5.11987,20.3725
5.12508,20.1569
5.13028,20.0980
5.13548,20.0196
5.14069,19.9804
5.14589,19.8431
5.15109,19.7059
5.15630,19.5686
5.16150,19.5098
5.16670,19.2941
5.17191,19.4118
5.17711,19.0588
5.18231,19.0784
5.18752,18.8627
5.19272,18.7451
5.19792,18.5882
5.20312,18.4118
5.20833,18.3922
5.21353,18.1373
5.21873,18.0196
5.22394,17.8039
5.22914,17.7451
5.23434,17.5882
5.23955,17.5490
5.24475,17.4706
5.24995,17.4510
5.25516,17.5686
5.26036,17.4118
5.26556,17.5686
5.27077,17.5098
5.27597,17.6471
5.28117,17.7647
5.28638,17.7843
5.29158,17.9216
5.29678,18.1765
5.30198,18.3137
5.30719,18.4118
5.31239,18.4706
5.31759,18.6667
5.32280,18.8431
5.32800,19.1373
5.33320,19.1961
5.33841,19.4902
5.34361,19.6078
5.34881,19.8431
5.35402,20.0000
5.35922,20.1569
5.36442,20.4314
5.36963,20.4706
5.37483,20.7843
5.38003,20.9412
5.38523,21.1373
5.39044,21.3333
5.39564,21.5098
5.40084,21.6078
5.40605,21.9608
5.41125,22.0392
5.41645,22.1765
5.42166,22.3725
5.42686,22.4314
5.43206,22.6863
5.43727,22.8431
5.44247,23.0588
5.44767,23.1176
5.45288,23.3922
5.45808,23.3529
5.46328,23.7059
5.46848,24.0000
5.47369,24.2353
5.47889,24.2157
5.48409,24.2941
5.48930,24.3137
5.49450,24.3333
5.49970,24.3137
5.50491,24.3725
5.51011,24.4118
5.51531,24.3725
5.52052,24.3137
5.52572,24.1765
5.53092,23.9020
5.53613,23.8627
5.54133,23.8431
5.54653,23.6667
5.55173,23.5098
5.55694,23.2157
5.56214,22.9804
5.56734,22.7647
5.57255,22.6078
5.57775,22.1569
5.58295,21.8627
5.58816,21.6275
5.59336,21.4706
5.59856,21.1569
5.60377,20.8627
5.60897,20.6667
5.61417,20.4706
5.61938,20.2549
5.62458,19.9412
5.62978,19.7059
5.63498,19.5490
5.64019,19.2941
5.64539,19.0392
5.65059,18.7843
5.65580,18.5882
5.66100,18.3725
5.66620,18.1961
5.67141,18.1373
5.67661,17.9804
5.68181,18.0196
5.68702,17.8235
5.69222,17.7255
5.69742,17.6275
5.70262,17.5882
5.70783,17.5294
5.71303,17.4314
5.71823,17.4314
5.72344,17.4706
5.72864,17.4510
5.73384,17.4902
5.73905,17.5098
5.74425,17.6078
5.74945,17.6275
5.75466,17.7255
5.75986,17.7843
5.76506,17.9608
5.77027,18.0588
5.77547,18.2353
5.78067,18.4706
5.78587,18.6863
5.79108,18.8627
5.79628,19.0980
5.80148,19.4118
5.80669,19.6078
5.81189,19.7451
5.81709,19.9216
5.82230,20.1765
5.82750,20.3529
5.83270,20.6471
5.83791,20.9216
5.84311,21.0000
5.84831,21.1765
5.85352,21.3333
5.85872,21.6275
5.86392,21.9020
5.86912,22.0000
5.87433,22.1765
5.87953,22.1961
5.88473,22.3725
5.88994,22.3529
5.89514,22.5294
5.90034,22.5882
5.90555,22.4902
5.91075,22.5098
5.91595,22.5098
5.92116,22.4510
5.92636,22.3922
5.93156,22.4314
5.93677,22.2549
5.94197,22.3137
5.94717,22.1373
5.95237,22.0196
5.95758,21.9020
5.96278,21.8039
5.96798,21.8039
5.97319,21.6471
5.97839,21.5294
5.98359,21.3922
5.98880,21.1961
5.99400,21.1569
5.99920,21.0588
6.00441,20.8627
6.00961,20.7647
6.01481,20.5882
6.02002,20.2353
6.02522,20.2157
6.03042,20.0000
6.03562,19.8824
6.04083,19.6275
6.04603,19.5098
6.05123,19.3137
6.05644,19.2157
6.06164,19.0980
6.06684,18.9412
6.07205,18.8431
6.07725,18.6078
6.08245,18.4706
6.08766,18.2941
6.09286,18.2353
6.09806,18.0392
6.10327,17.9412
6.10847,17.9020
6.11367,17.8431
6.11888,17.7647
6.12408,17.5686
6.12928,17.5490
6.13448,17.4706
6.13969,17.4314
6.14489,17.4902
6.15009,17.4510
6.15530,17.3922
6.16050,17.3529
6.16570,17.4118
6.17091,17.3137
6.17611,17.3725
6.18131,17.3333
6.18652,17.3333
6.19172,17.3137
6.19692,17.3725
6.20213,17.3725
6.20733,17.4510
6.21253,17.4510
6.21773,17.4510
6.22294,17.4902
6.22814,17.4706
6.23334,17.4706
6.23855,17.5490
6.24375,17.6471
6.24895,17.5882
6.25416,17.7451
6.25936,17.6667
6.26456,17.7255
6.26977,17.7451
6.27497,17.8039
6.28017,17.7843
6.28538,17.8431
6.29058,17.8235
6.29578,17.9216
6.30098,17.9608
6.30619,18.0784
6.31139,18.0588
6.31659,18.1176
6.32180,18.1176
6.32700,18.1765
6.33220,18.1765
6.33741,18.0980
6.34261,18.1373
6.34781,18.0784
6.35302,18.1961
6.35822,18.1765
6.36342,18.2353
6.36863,18.2353
6.37383,18.2549
6.37903,18.2353
6.38423,18.1765
6.38944,18.1961
6.39464,18.2745
6.39984,18.2745
6.40505,18.2745
6.41025,18.3137
6.41545,18.2549
6.42066,18.2745
6.42586,18.1961
6.43106,18.1961
6.43627,18.2353
6.44147,18.2353
6.44667,18.1176
6.45188,18.1176
6.45708,18.0588
6.46228,18.1176
6.46748,18.0392
6.47269,17.9804
6.47789,18.0588
6.48309,17.9020
6.48830,18.0000
6.49350,17.8627
6.49870,17.7255
6.50391,17.8235
6.50911,17.6667
6.51431,17.7647
6.51952,17.7059
6.52472,17.6471
6.52992,17.5882
6.53512,17.5098
6.54033,17.4902
6.54553,17.5294
6.55073,17.5098
6.55594,17.4510
6.56114,17.3922
6.56634,17.4118
6.57155,17.3333
6.57675,17.2157
6.58195,17.2353
6.58716,17.2157
6.59236,17.2157
6.59756,17.1569
6.60277,17.1373
6.60797,17.1373
6.61317,17.0784
6.61837,17.1373
6.62358,17.0392
